	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
4348	CXU006005LB0103M              	U	ADDENDA	CHGASLI	6005	LB01	03	M	Total amount owed 2nd interview, CY+1, Q1 by Income Quintiles: Second 20 percent income quintile		2010	A01	2010	A01
4349	CXU006005LB0104M              	U	ADDENDA	CHGASLI	6005	LB01	04	M	Total amount owed 2nd interview, CY+1, Q1 by Income Quintiles: Third 20 percent income quintile		2010	A01	2010	A01
4350	CXU006005LB0105M              	U	ADDENDA	CHGASLI	6005	LB01	05	M	Total amount owed 2nd interview, CY+1, Q1 by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2010	A01
4351	CXU006005LB0106M              	U	ADDENDA	CHGASLI	6005	LB01	06	M	Total amount owed 2nd interview, CY+1, Q1 by Income Quintiles: Highest 20 percent income quintile		2010	A01	2010	A01
4463	CXU006006LB0102M              	U	ADDENDA	CHGASLI	6006	LB01	02	M	Total amount owed 5th interview, CY+1, Q1 by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2010	A01
4464	CXU006006LB0103M              	U	ADDENDA	CHGASLI	6006	LB01	03	M	Total amount owed 5th interview, CY+1, Q1 by Income Quintiles: Second 20 percent income quintile		2010	A01	2010	A01
4465	CXU006006LB0104M              	U	ADDENDA	CHGASLI	6006	LB01	04	M	Total amount owed 5th interview, CY+1, Q1 by Income Quintiles: Third 20 percent income quintile		2010	A01	2010	A01
4466	CXU006006LB0105M              	U	ADDENDA	CHGASLI	6006	LB01	05	M	Total amount owed 5th interview, CY+1, Q1 by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2010	A01
4467	CXU006006LB0106M              	U	ADDENDA	CHGASLI	6006	LB01	06	M	Total amount owed 5th interview, CY+1, Q1 by Income Quintiles: Highest 20 percent income quintile		2010	A01	2010	A01
4579	CXU006007LB0102M              	U	ADDENDA	CHGASLI	6007	LB01	02	M	Total amt owed CY Q1 by Income Quintiles: Lowest 20 percent income quintile		2012	A01	2012	A01
4580	CXU006007LB0103M              	U	ADDENDA	CHGASLI	6007	LB01	03	M	Total amt owed CY Q1 by Income Quintiles: Second 20 percent income quintile		2012	A01	2012	A01
4581	CXU006007LB0104M              	U	ADDENDA	CHGASLI	6007	LB01	04	M	Total amt owed CY Q1 by Income Quintiles: Third 20 percent income quintile		2012	A01	2012	A01
4582	CXU006007LB0105M              	U	ADDENDA	CHGASLI	6007	LB01	05	M	Total amt owed CY Q1 by Income Quintiles: Fourth 20 percent income quintile		2012	A01	2012	A01
4583	CXU006007LB0106M              	U	ADDENDA	CHGASLI	6007	LB01	06	M	Total amt owed CY Q1 by Income Quintiles: Highest 20 percent income quintile		2012	A01	2012	A01
4704	CXU006008LB0102M              	U	ADDENDA	CHGASLI	6008	LB01	02	M	Total amt owed CY+1, Q1 by Income Quintiles: Lowest 20 percent income quintile		2011	A01	2012	A01
4705	CXU006008LB0103M              	U	ADDENDA	CHGASLI	6008	LB01	03	M	Total amt owed CY+1, Q1 by Income Quintiles: Second 20 percent income quintile		2011	A01	2012	A01
4706	CXU006008LB0104M              	U	ADDENDA	CHGASLI	6008	LB01	04	M	Total amt owed CY+1, Q1 by Income Quintiles: Third 20 percent income quintile		2011	A01	2012	A01
4707	CXU006008LB0105M              	U	ADDENDA	CHGASLI	6008	LB01	05	M	Total amt owed CY+1, Q1 by Income Quintiles: Fourth 20 percent income quintile		2011	A01	2012	A01
4708	CXU006008LB0106M              	U	ADDENDA	CHGASLI	6008	LB01	06	M	Total amt owed CY+1, Q1 by Income Quintiles: Highest 20 percent income quintile		2011	A01	2012	A01
4829	CXU010110LB0102M              	U	EXPEND	FOODTOTL	10110	LB01	02	M	Flour by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
4830	CXU010110LB0103M              	U	EXPEND	FOODTOTL	10110	LB01	03	M	Flour by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
4831	CXU010110LB0104M              	U	EXPEND	FOODTOTL	10110	LB01	04	M	Flour by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
4832	CXU010110LB0105M              	U	EXPEND	FOODTOTL	10110	LB01	05	M	Flour by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
4833	CXU010110LB0106M              	U	EXPEND	FOODTOTL	10110	LB01	06	M	Flour by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
4987	CXU010119LB0102M              	U	EXPEND	FOODTOTL	10119	LB01	02	M	Flour and prepared flour mixes by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
4988	CXU010119LB0103M              	U	EXPEND	FOODTOTL	10119	LB01	03	M	Flour and prepared flour mixes by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
4989	CXU010119LB0104M              	U	EXPEND	FOODTOTL	10119	LB01	04	M	Flour and prepared flour mixes by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
4990	CXU010119LB0105M              	U	EXPEND	FOODTOTL	10119	LB01	05	M	Flour and prepared flour mixes by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
4991	CXU010119LB0106M              	U	EXPEND	FOODTOTL	10119	LB01	06	M	Flour and prepared flour mixes by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
5115	CXU010120LB0102M              	U	EXPEND	FOODTOTL	10120	LB01	02	M	Prepared flour mixes by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
5116	CXU010120LB0103M              	U	EXPEND	FOODTOTL	10120	LB01	03	M	Prepared flour mixes by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
5117	CXU010120LB0104M              	U	EXPEND	FOODTOTL	10120	LB01	04	M	Prepared flour mixes by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
5118	CXU010120LB0105M              	U	EXPEND	FOODTOTL	10120	LB01	05	M	Prepared flour mixes by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
5119	CXU010120LB0106M              	U	EXPEND	FOODTOTL	10120	LB01	06	M	Prepared flour mixes by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
5273	CXU010210LB0102M              	U	EXPEND	FOODTOTL	10210	LB01	02	M	Cereal, breakfast, and granola bars by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
5274	CXU010210LB0103M              	U	EXPEND	FOODTOTL	10210	LB01	03	M	Cereal, breakfast, and granola bars by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
5275	CXU010210LB0104M              	U	EXPEND	FOODTOTL	10210	LB01	04	M	Cereal, breakfast, and granola bars by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
5276	CXU010210LB0105M              	U	EXPEND	FOODTOTL	10210	LB01	05	M	Cereal, breakfast, and granola bars by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
5277	CXU010210LB0106M              	U	EXPEND	FOODTOTL	10210	LB01	06	M	Cereal, breakfast, and granola bars by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
5431	CXU010310LB0102M              	U	EXPEND	FOODTOTL	10310	LB01	02	M	Rice by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
5432	CXU010310LB0103M              	U	EXPEND	FOODTOTL	10310	LB01	03	M	Rice by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
5433	CXU010310LB0104M              	U	EXPEND	FOODTOTL	10310	LB01	04	M	Rice by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
5434	CXU010310LB0105M              	U	EXPEND	FOODTOTL	10310	LB01	05	M	Rice by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
5435	CXU010310LB0106M              	U	EXPEND	FOODTOTL	10310	LB01	06	M	Rice by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
5589	CXU010320LB0102M              	U	EXPEND	FOODTOTL	10320	LB01	02	M	Pasta, cornmeal, and other cereal products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
5590	CXU010320LB0103M              	U	EXPEND	FOODTOTL	10320	LB01	03	M	Pasta, cornmeal, and other cereal products by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
5591	CXU010320LB0104M              	U	EXPEND	FOODTOTL	10320	LB01	04	M	Pasta, cornmeal, and other cereal products by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
5592	CXU010320LB0105M              	U	EXPEND	FOODTOTL	10320	LB01	05	M	Pasta, cornmeal, and other cereal products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
5593	CXU010320LB0106M              	U	EXPEND	FOODTOTL	10320	LB01	06	M	Pasta, cornmeal, and other cereal products by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
5747	CXU020110LB0102M              	U	EXPEND	FOODTOTL	20110	LB01	02	M	White bread by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
5748	CXU020110LB0103M              	U	EXPEND	FOODTOTL	20110	LB01	03	M	White bread by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
5749	CXU020110LB0104M              	U	EXPEND	FOODTOTL	20110	LB01	04	M	White bread by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
5750	CXU020110LB0105M              	U	EXPEND	FOODTOTL	20110	LB01	05	M	White bread by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
5751	CXU020110LB0106M              	U	EXPEND	FOODTOTL	20110	LB01	06	M	White bread by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
5905	CXU020210LB0102M              	U	EXPEND	FOODTOTL	20210	LB01	02	M	Bread, other than white by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2022	A01
5906	CXU020210LB0103M              	U	EXPEND	FOODTOTL	20210	LB01	03	M	Bread, other than white by Income Quintiles: Second 20 percent income quintile		2010	A01	2022	A01
5907	CXU020210LB0104M              	U	EXPEND	FOODTOTL	20210	LB01	04	M	Bread, other than white by Income Quintiles: Third 20 percent income quintile		2010	A01	2022	A01
5908	CXU020210LB0105M              	U	EXPEND	FOODTOTL	20210	LB01	05	M	Bread, other than white by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2022	A01
5909	CXU020210LB0106M              	U	EXPEND	FOODTOTL	20210	LB01	06	M	Bread, other than white by Income Quintiles: Highest 20 percent income quintile		2010	A01	2022	A01
6063	CXU020219LB0102M              	U	EXPEND	FOODTOTL	20219	LB01	02	M	Bread by Income Quintiles: Lowest 20 percent income quintile		2023	A01	2023	A01
6064	CXU020219LB0103M              	U	EXPEND	FOODTOTL	20219	LB01	03	M	Bread by Income Quintiles: Second 20 percent income quintile		2023	A01	2023	A01
6065	CXU020219LB0104M              	U	EXPEND	FOODTOTL	20219	LB01	04	M	Bread by Income Quintiles: Third 20 percent income quintile		2023	A01	2023	A01
6066	CXU020219LB0105M              	U	EXPEND	FOODTOTL	20219	LB01	05	M	Bread by Income Quintiles: Fourth 20 percent income quintile		2023	A01	2023	A01
6067	CXU020219LB0106M              	U	EXPEND	FOODTOTL	20219	LB01	06	M	Bread by Income Quintiles: Highest 20 percent income quintile		2023	A01	2023	A01
6191	CXU020310LB0102M              	U	EXPEND	FOODTOTL	20310	LB01	02	M	Biscuits and rolls by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6192	CXU020310LB0103M              	U	EXPEND	FOODTOTL	20310	LB01	03	M	Biscuits and rolls by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6193	CXU020310LB0104M              	U	EXPEND	FOODTOTL	20310	LB01	04	M	Biscuits and rolls by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6194	CXU020310LB0105M              	U	EXPEND	FOODTOTL	20310	LB01	05	M	Biscuits and rolls by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6195	CXU020310LB0106M              	U	EXPEND	FOODTOTL	20310	LB01	06	M	Biscuits and rolls by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
6349	CXU020410LB0102M              	U	EXPEND	FOODTOTL	20410	LB01	02	M	Cakes and cupcakes by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6350	CXU020410LB0103M              	U	EXPEND	FOODTOTL	20410	LB01	03	M	Cakes and cupcakes by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6351	CXU020410LB0104M              	U	EXPEND	FOODTOTL	20410	LB01	04	M	Cakes and cupcakes by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6352	CXU020410LB0105M              	U	EXPEND	FOODTOTL	20410	LB01	05	M	Cakes and cupcakes by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6353	CXU020410LB0106M              	U	EXPEND	FOODTOTL	20410	LB01	06	M	Cakes and cupcakes by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
6507	CXU020510LB0102M              	U	EXPEND	FOODTOTL	20510	LB01	02	M	Cookies by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6508	CXU020510LB0103M              	U	EXPEND	FOODTOTL	20510	LB01	03	M	Cookies by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6509	CXU020510LB0104M              	U	EXPEND	FOODTOTL	20510	LB01	04	M	Cookies by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6510	CXU020510LB0105M              	U	EXPEND	FOODTOTL	20510	LB01	05	M	Cookies by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6511	CXU020510LB0106M              	U	EXPEND	FOODTOTL	20510	LB01	06	M	Cookies by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
6665	CXU020610LB0102M              	U	EXPEND	FOODTOTL	20610	LB01	02	M	Crackers by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6666	CXU020610LB0103M              	U	EXPEND	FOODTOTL	20610	LB01	03	M	Crackers by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6667	CXU020610LB0104M              	U	EXPEND	FOODTOTL	20610	LB01	04	M	Crackers by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6668	CXU020610LB0105M              	U	EXPEND	FOODTOTL	20610	LB01	05	M	Crackers by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6669	CXU020610LB0106M              	U	EXPEND	FOODTOTL	20610	LB01	06	M	Crackers by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
6823	CXU020620LB0102M              	U	EXPEND	FOODTOTL	20620	LB01	02	M	Bread and cracker products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6824	CXU020620LB0103M              	U	EXPEND	FOODTOTL	20620	LB01	03	M	Bread and cracker products by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6825	CXU020620LB0104M              	U	EXPEND	FOODTOTL	20620	LB01	04	M	Bread and cracker products by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6826	CXU020620LB0105M              	U	EXPEND	FOODTOTL	20620	LB01	05	M	Bread and cracker products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6827	CXU020620LB0106M              	U	EXPEND	FOODTOTL	20620	LB01	06	M	Bread and cracker products by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
6981	CXU020710LB0102M              	U	EXPEND	FOODTOTL	20710	LB01	02	M	Sweetrolls, coffee cakes, and doughnuts by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
6982	CXU020710LB0103M              	U	EXPEND	FOODTOTL	20710	LB01	03	M	Sweetrolls, coffee cakes, and doughnuts by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
6983	CXU020710LB0104M              	U	EXPEND	FOODTOTL	20710	LB01	04	M	Sweetrolls, coffee cakes, and doughnuts by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
6984	CXU020710LB0105M              	U	EXPEND	FOODTOTL	20710	LB01	05	M	Sweetrolls, coffee cakes, and doughnuts by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
6985	CXU020710LB0106M              	U	EXPEND	FOODTOTL	20710	LB01	06	M	Sweetrolls, coffee cakes, and doughnuts by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
7139	CXU020810LB0102M              	U	EXPEND	FOODTOTL	20810	LB01	02	M	Frozen and refrigerated bakery products by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
7140	CXU020810LB0103M              	U	EXPEND	FOODTOTL	20810	LB01	03	M	Frozen and refrigerated bakery products by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
7141	CXU020810LB0104M              	U	EXPEND	FOODTOTL	20810	LB01	04	M	Frozen and refrigerated bakery products by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
7142	CXU020810LB0105M              	U	EXPEND	FOODTOTL	20810	LB01	05	M	Frozen and refrigerated bakery products by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
